CIN,Company Name,Company Status,RoC,Registration Number,Company Category,Company Sub Category,Class of Company,Date of Incorporation,Age of Company,Activity,Number of Members,LLP Identification Number,Main division of business activity to be carried out in India,Description of main division,Number Of Partners,Number of Designated Partners,Unnamed: 0
U25110MH1988PTC049781,SAJJAN OVERSEAS PRIVATE LIMITED,Active,RoC-Mumbai,49781,Company limited by Shares,Non-govt company,Private,25 November 1988,"33 years, 4 month, 0 days",Manufacture of rubber products  Click here to see other companies involved in same activity.,-,,,,,,
U36932MH2007PTC170880,SAJJAN SINGH AND COMPANY ENTERPRISE PRIVATE LIMITED,Active,RoC-Mumbai,170880,Company limited by Shares,Non-govt company,Private,16 May 2007,"14 years, 10 month, 9 days",Manufacturing n.e.c.  Click here to see other companies involved in same activity.,-,,,,,,
U17119RJ2011PTC033953,SAJJAN SYNTEX PRIVATE LIMITED,Active,RoC-Jaipur,33953,Company limited by Shares,Non-govt company,Private,24 January 2011,"11 years, 2 month, 1 days","Spinning, weaving and finishing of textiles.  Click here to see other companies involved in same activity.",-,,,,,,
U01500DL2019PTC345297,SAJL AGRO PRIVATE LIMITED,Active,RoC-Delhi,345297,Company limited by Shares,Non-govt company,Private,31 January 2019,"3 years, 1 month, 25 days","Hunting, trapping and game propagation including related service activities  Click here to see other companies involved in same activity.",-,,,,,,
U66020KL2017PLC047912,SAJLEE NIDHI LIMITED,Active,RoC-Ernakulam,47912,Company limited by Shares,Non-govt company,Public,01 February 2017,"5 years, 1 month, 24 days","Insurance and pension funding, except compulsory social security.  Click here to see other companies involved in same activity.",-,,,,,,
U51909DL2019PTC358713,SAJM BRAND HUB PRIVATE LIMITED,Active,RoC-Delhi,358713,Company limited by Shares,Non-govt company,Private,12 December 2019,"2 years, 3 month, 13 days",Other wholesale [Includes specialized wholesale not covered in any one of the previous categories and wholesale in a variety of goods without any particular specialization.]  Click here to see other companies involved in same activity.,-,,,,,,
U51909GJ2018PTC100409,SAJM PROCART PRIVATE LIMITED,Active,RoC-Ahmedabad,100409,Company limited by Shares,Non-govt company,Private,05 January 2018,"4 years, 2 month, 20 days",Other wholesale [Includes specialized wholesale not covered in any one of the previous categories and wholesale in a variety of goods without any particular specialization.]  Click here to see other companies involved in same activity.,-,,,,,,
U74140DL2015PTC284775,SAJM TRADING PRIVATE LIMITED,Active,RoC-Delhi,284775,Company limited by Shares,Non-govt company,Private,01 September 2015,"6 years, 6 month, 24 days","Legal, accounting, book-keeping and auditing activities; tax consultancy; market research and public opinion polling; business and management consultancy  Click here to see other companies involved in same activity.",-,,,,,,
U52100GJ2010PTC061110,SAJNI TRADELINK PRIVATE LIMITED,Active,RoC-Ahmedabad,61110,Company limited by Shares,Non-govt company,Private,16 June 2010,"11 years, 9 month, 9 days",Non-specialized retail trade in stores  Click here to see other companies involved in same activity.,-,,,,,,
U74999BR2017NPL033433,SAJON MICRO CREDIT FOUNDATION,Active,RoC-Patna,33433,Company limited by Shares,Non-govt company,Private,27 January 2017,"5 years, 1 month, 29 days",Business activities n.e.c.  Click here to see other companies involved in same activity.,-,,,,,,
U51909TG2016PTC109439,SAJOY GRANITE EXPORTS PRIVATE LIMITED,Active,RoC-Hyderabad,109439,Company limited by Shares,Non-govt company,Private,05 May 2016,"5 years, 10 month, 20 days",Other wholesale [Includes specialized wholesale not covered in any one of the previous categories and wholesale in a variety of goods without any particular specialization.]  Click here to see other companies involved in same activity.,-,,,,,,
U52399MH2021PTC362340,SAJPRO PRIVATE LIMITED,Active,RoC-Mumbai,362340,Company limited by Shares,Non-govt company,Private,18 June 2021,"0 years, 9 month, 7 days",Other retail trade of new goods in specialized stores  Click here to see other companies involved in same activity.,-,,,,,,
U92411GJ1989GAT012458,SAJPUR SOCIAL GROUP PRIVATE LIMITED,Active,RoC-Ahmedabad,12458,Company Limited by Guarantee,Guarantee and Association company,Private,05 July 1989,"32 years, 8 month, 20 days",Sporting and other recreational activities  Click here to see other companies involved in same activity.,50,,,,,,
U80902KA2022PTC157343,SAJRE EDUTECH PRIVATE LIMITED,Active,RoC-Bangalore,157343,Company limited by Shares,Non-govt company,Private,01 February 2022,"0 years, 1 month, 24 days",Other education  Click here to see other companies involved in same activity.,-,,,,,,
U45201KL2013PTC035167,SAJTOM BUILDERS PRIVATE LIMITED,Active,RoC-Ernakulam,35167,Company limited by Shares,Non-govt company,Private,09 October 2013,"8 years, 5 month, 16 days",Building of complete constructions or parts thereof; civil engineering  Click here to see other companies involved in same activity.,-,,,,,,
U74140CH2010PTC032002,SAK AND ASSOCIATES CONSULTANTS PRIVATE LIMITED,Active,RoC-Chandigarh,32002,Company limited by Shares,Non-govt company,Private,29 January 2010,"12 years, 1 month, 27 days","Legal, accounting, book-keeping and auditing activities; tax consultancy; market research and public opinion polling; business and management consultancy  Click here to see other companies involved in same activity.",-,,,,,,
U05000AP2018PTC109270,SAK AQUA FARMS PRIVATE LIMITED,Active,RoC-Vijayawada,109270,Company limited by Shares,Non-govt company,Private,20 September 2018,"3 years, 6 month, 5 days","Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing  Click here to see other companies involved in same activity.",-,,,,,,
U70200TG2019PTC130813,SAK ASSETS PRIVATE LIMITED,Active,RoC-Hyderabad,130813,Company limited by Shares,Non-govt company,Private,21 February 2019,"3 years, 1 month, 4 days","Real estate activities on a fee or contract basis. [This class includes buying, selling, renting managing and appraising real estate on a fee or contract basis. This class also includes the service activities provided by Munshi.]  Click here to see other companies involved in same activity.",-,,,,,,
U74999MH2017PTC290876,SAK BINDASS PRIVATE LIMITED,Active,RoC-Mumbai,290876,Company limited by Shares,Non-govt company,Private,07 February 2017,"5 years, 1 month, 18 days",Business activities n.e.c.  Click here to see other companies involved in same activity.,-,,,,,,
U45400DL2007PTC169288,SAK BUILDTECH PRIVATE LIMITED,Active,RoC-Delhi,169288,Company limited by Shares,Non-govt company,Private,11 October 2007,"14 years, 5 month, 14 days",Building completion [ Includes activities that contribute to the completion or finishing of a construction. Repairs of the same type are also included in the corresponding sub-classes]  Click here to see other companies involved in same activity.,2,,,,,,
U74900CH2014PTC035078,SAK CONSULTANCY SERVICES PRIVATE LIMITED,Active,RoC-Chandigarh,35078,Company limited by Shares,Non-govt company,Private,30 May 2014,"7 years, 9 month, 26 days",Business activities n.e.c.  Click here to see other companies involved in same activity.,-,,,,,,
U40300TN2018PTC123599,SAK ENERGY TECH PRIVATE LIMITED,Active,RoC-Chennai,123599,Company limited by Shares,Non-govt company,Private,09 July 2018,"3 years, 8 month, 16 days",Steam and hot water supply  Click here to see other companies involved in same activity.,-,,,,,,
,SAK FASTENERS LLP,Active,RoC-Ahmedabad,,,,,25 April 2017,"4 years, 11 month, 0 days",,,AAJ-2586,"Manufacture of fabricated metal products, except machinery and equipments","Manufacture of fabricated metal products, except machinery and equipments",0,2,
U74999MH2010PTC209886,SAK FOREX MARKETS PRIVATE LIMITED,Active,RoC-Mumbai,209886,Company limited by Shares,Non-govt company,Private,09 November 2010,"11 years, 4 month, 16 days",Business activities n.e.c.  Click here to see other companies involved in same activity.,-,,,,,,
U70109UP2017PTC091332,SAK INFRA REALITY PRIVATE LIMITED,Active,RoC-Kanpur,91332,Company limited by Shares,Non-govt company,Private,15 March 2017,"5 years, 0 month, 10 days","Real estate activities with own or leased property. [This class includes buying, selling, renting and operating of self-owned or leased real estate such as apartment building and dwellings, non-residential buildings, developing and subdividing real estate into lots etc. Also included are development and sale of land and cemetery lots, operating of apartment hotels and residential mobile home sites.(Development on own account involving construction is classified in class 4520).]  Click here to see other companies involved in same activity.",-,,,,,,
U27109UP2021PTC151699,SAK LIFESTYLE PRIVATE LIMITED,Active,RoC-Kanpur,151699,Company limited by Shares,Non-govt company,Private,04 September 2021,"0 years, 6 month, 21 days",Manufacture of Basic Iron & Steel  Click here to see other companies involved in same activity.,-,,,,,,
U74999TN2016PTC110967,SAK PRODUCTS AND SERVICES PRIVATE LIMITED,Active,RoC-Chennai,110967,Company limited by Shares,Non-govt company,Private,17 June 2016,"5 years, 9 month, 8 days",Business activities n.e.c.  Click here to see other companies involved in same activity.,-,,,,,,
,SAK TRADING AND MARKETING LLP,Active,RoC-Bangalore,,,,,13 February 2020,"2 years, 1 month, 12 days",,,AAR-9043,"Retail trade,except of motor vehicles and motorcycles,repair of personal&household goods","Retail trade,except of motor vehicles and motorcycles,repair of personal&household goods",0,2,
U72300GJ2014PTC079481,SAK WEBSOLUTION PRIVATE LIMITED,Active,RoC-Ahmedabad,79481,Company limited by Shares,Non-govt company,Private,31 March 2014,"7 years, 11 month, 25 days","Data processing. [This includes the processing or tabulation of all types of data. Provision of such services on (i) an hourly or time -share basis, and (ii) management or operation of data processing facilities of others on a time sharing basis; on a fee or contract basis].  Click here to see other companies involved in same activity.",-,,,,,,
U72900OR2021PTC038308,SAKA SYSTEMS AND SERVICES PRIVATE LIMITED,Active,RoC-Cuttack,38308,Company limited by Shares,Non-govt company,Private,29 November 2021,"0 years, 3 month, 26 days",Other computer related activities [for example maintenance of websites of other firms/ creation of multimedia presentations for other firms etc.]  Click here to see other companies involved in same activity.,-,,,,,,
U70100MH1979PTC021558,SAKA TRADINGS PRIVATE LIMITED,Active,RoC-Mumbai,21558,Company limited by Shares,Non-govt company,Private,16 August 1979,"42 years, 7 month, 9 days","Real estate activities with own or leased property. [This class includes buying, selling, renting and operating of self-owned or leased real estate such as apartment building and dwellings, non-residential buildings, developing and subdividing real estate into lots etc. Also included are development and sale of land and cemetery lots, operating of apartment hotels and residential mobile home sites.(Development on own account involving construction is classified in class 4520).]  Click here to see other companies involved in same activity.",-,,,,,,
U45200UP2007PTC033073,SAKAAR BUILD TECH (INDIA) PRIVATE LIMITED,Active,RoC-Kanpur,33073,Company limited by Shares,Non-govt company,Private,29 March 2007,"14 years, 11 month, 27 days",Building of complete constructions or parts thereof; civil engineering  Click here to see other companies involved in same activity.,-,,,,,,
U74999DL2014PTC268273,SAKAAR CORPORATE SERVICES PRIVATE LIMITED,Active,RoC-Delhi,268273,Company limited by Shares,Non-govt company,Private,25 June 2014,"7 years, 9 month, 0 days",Business activities n.e.c.  Click here to see other companies involved in same activity.,-,,,,,,
U45400PN2019PTC185194,SAKAAR REALTORS PRIVATE LIMITED,Active,RoC-Pune,185194,Company limited by Shares,Non-govt company,Private,02 July 2019,"2 years, 8 month, 23 days",Building completion [ Includes activities that contribute to the completion or finishing of a construction. Repairs of the same type are also included in the corresponding sub-classes]  Click here to see other companies involved in same activity.,-,,,,,,
,SAKAAR STAINLESS LLP,Active,RoC-Gwalior,,,,,20 August 2019,"2 years, 7 month, 5 days",,,AAQ-2922,Manufacture of basic metals,Manufacture of basic metals,0,4,
U80903UP2019NPL117665,SAKAB CHARITABLE FOUNDATION,Active,RoC-Kanpur,117665,Company limited by Shares,Non-govt company,Private,04 June 2019,"2 years, 9 month, 21 days",Other education  Click here to see other companies involved in same activity.,-,,,,,,
U74140KL2015PTC038266,SAKAEM PRAVASI SUPPORT SERVICES PRIVATE LIMITED,Active,RoC-Ernakulam,38266,Company limited by Shares,Non-govt company,Private,06 April 2015,"6 years, 11 month, 19 days","Legal, accounting, book-keeping and auditing activities; tax consultancy; market research and public opinion polling; business and management consultancy  Click here to see other companies involved in same activity.",-,,,,,,
U74999MH2017PTC301047,SAKAIOW PROJECT ENGINEERING AND CONSULTANCY PRIVATE LIMITED,Active,RoC-Mumbai,301047,Company limited by Shares,Non-govt company,Private,23 October 2017,"4 years, 5 month, 2 days",Business activities n.e.c.  Click here to see other companies involved in same activity.,-,,,,,,
U01119TG2003PTC041063,SAKALA AGRO FARMS PRIVATE LIMITED,Active,RoC-Hyderabad,41063,Company limited by Shares,Non-govt company,Private,28 May 2003,"18 years, 9 month, 28 days",Growing of crops; market gardening; horticulture  Click here to see other companies involved in same activity.,-,,,,,,
U15400DL2016PTC290016,SAKALA NUTRITION PRIVATE LIMITED,Active,RoC-Delhi,290016,Company limited by Shares,Non-govt company,Private,22 January 2016,"6 years, 2 month, 3 days",Manufacture of other food products  Click here to see other companies involved in same activity.,-,,,,,,
U74999KA2019PTC121456,SAKALAKALA SYNERGIES PRIVATE LIMITED,Active,RoC-Bangalore,121456,Company limited by Shares,Non-govt company,Private,14 February 2019,"3 years, 1 month, 11 days",Business activities n.e.c.  Click here to see other companies involved in same activity.,-,,,,,,
,SAKALDHARA BUILDERS LLP,Active,RoC-Kanpur,,,,,10 January 2020,"2 years, 2 month, 15 days",,,AAR-5824,Real estate activities,Real estate activities,0,2,
U15410KL2019PTC060479,SAKALLIA FOOD PROCESSING SERVICES PRIVATE LIMITED,Active,RoC-Ernakulam,60479,Company limited by Shares,Non-govt company,Private,22 November 2019,"2 years, 4 month, 3 days",Manufacture of other food products  Click here to see other companies involved in same activity.,-,,,,,,
U72900UP2020PTC137572,SAKALYA INFOTECH PRIVATE LIMITED,Active,RoC-Kanpur,137572,Company limited by Shares,Non-govt company,Private,06 November 2020,"1 years, 4 month, 19 days",Other computer related activities [for example maintenance of websites of other firms/ creation of multimedia presentations for other firms etc.]  Click here to see other companies involved in same activity.,-,,,,,,
U80301PN2018PLC174451,SAKALYA INSTITUTE FOR DESIGN LED ENTREPRENEURSHIP LIMITED,Active,RoC-Pune,174451,Company limited by Shares,Non-govt company,Public,18 January 2018,"4 years, 2 month, 7 days",Higher education [Includes post-secondary/senior secondary sub-degree level education that leads to university degree or equivalent.]  Click here to see other companies involved in same activity.,-,,,,,,
U80302KA2019NPL130539,SAKALYA WISDOM FOUNDATION,Active,RoC-Bangalore,130539,Company limited by Shares,Non-govt company,Private,11 December 2019,"2 years, 3 month, 14 days",Higher education [Includes post-secondary/senior secondary sub-degree level education that leads to university degree or equivalent.]  Click here to see other companies involved in same activity.,-,,,,,,
U24100TG2013PTC089856,SAKAM FINE CHEM PRIVATE LIMITED,Active,RoC-Hyderabad,89856,Company limited by Shares,Non-govt company,Private,04 September 2013,"8 years, 6 month, 21 days",Manufacture of basic chemicals  Click here to see other companies involved in same activity.,-,,,,,,
U50500OR2017PTC026351,SAKAMBARI AUTOMOBILES PRIVATE LIMITED,Active,RoC-Cuttack,26351,Company limited by Shares,Non-govt company,Private,06 February 2017,"5 years, 1 month, 19 days","Retail sale of automotive fuel [ includes the activity of petrol filling stations. This activity is often combined with sales of lubricating products, cleaning and all other kinds of products for motor vehicles. If the main object, however, is the sale of automotive fuel or lubricants, they remain classified here.]  Click here to see other companies involved in same activity.",-,,,,,,
U51909WB2000PTC091774,SAKAMBARI COMMERCIAL PRIVATE LIMITED,Active,RoC-Kolkata,91774,Company limited by Shares,Non-govt company,Private,01 May 2000,"21 years, 10 month, 24 days",Other wholesale [Includes specialized wholesale not covered in any one of the previous categories and wholesale in a variety of goods without any particular specialization.]  Click here to see other companies involved in same activity.,-,,,,,,
U17239WB1998PTC087176,SAKAMBARI CORDAGE CO PRIVATE LIMITED,Active,RoC-Kolkata,87176,Company limited by Shares,Non-govt company,Private,20 May 1998,"23 years, 10 month, 5 days",Manufacture of other textiles  Click here to see other companies involved in same activity.,-,,,,,,
U27310WB2015PTC208431,SAKAMBARI ENTERPRISES PRIVATE LIMITED,Active,RoC-Kolkata,208431,Company limited by Shares,Non-govt company,Private,10 November 2015,"6 years, 4 month, 15 days","Casting of metals [This group includes casting finished or semi-finished products producing a variety of goods, all characteristic of other activity classes]  Click here to see other companies involved in same activity.",-,,,,,,
U15311WB2008PTC123827,SAKAMBARI FLOUR MILLS PRIVATE LIMITED,Active,RoC-Kolkata,123827,Company limited by Shares,Non-govt company,Private,07 March 2008,"14 years, 0 month, 18 days","Manufacture of grain mill products, starches and starch products, and prepared animal feeds  Click here to see other companies involved in same activity.",-,,,,,,
,SAKAMBARI HOLDINGS LLP,Active,RoC-Mumbai,,,,,29 August 2016,"5 years, 6 month, 27 days",,,AAH-2434,Real estate activities,Real estate activities,0,2,
U51109WB1996PTC080617,SAKAMBARI IMPEX PVT LTD,Active,RoC-Kolkata,80617,Company limited by Shares,Non-govt company,Private,25 July 1996,"25 years, 8 month, 0 days","Wholesale on a fee or contract basis. [Includes commission agents, commodity brokers and auctioneers and all other wholesalers who trade on behalf and on the account of others. Activities of self employed auctioneers are included in 74991.]  Click here to see other companies involved in same activity.",-,,,,,,
U55101CT1981PTC008678,SAKAMBARI SOLVEX PRIVATE LIMITED,Active,RoC-Chhattisgarh,8678,Company limited by Shares,Non-govt company,Private,06 May 1981,"40 years, 10 month, 19 days",Hotels; camping sites and other provision of short-stay accommodation [ Restaurant facilities operated in connection with the provision of lodging remain classified in this group. Also included are the operation of sleeping cars when carried on by separate units]  Click here to see other companies involved in same activity.,-,,,,,,
U74900WB2010PTC147857,SAKAMBARI VINTRADE PRIVATE LIMITED,Active,RoC-Kolkata,147857,Company limited by Shares,Non-govt company,Private,14 May 2010,"11 years, 10 month, 11 days",Business activities n.e.c.  Click here to see other companies involved in same activity.,-,,,,,,
U51909WB2010PTC155908,SAKAMBHARI DEALCOMM PRIVATE LIMITED,Active,RoC-Kolkata,155908,Company limited by Shares,Non-govt company,Private,18 December 2010,"11 years, 3 month, 7 days",Other wholesale [Includes specialized wholesale not covered in any one of the previous categories and wholesale in a variety of goods without any particular specialization.]  Click here to see other companies involved in same activity.,-,,,,,,
U74140WB2008PTC126385,SAKAMBHARI FINANCIAL CONSULTANCY PRIVATE LIMITED,Active,RoC-Kolkata,126385,Company limited by Shares,Non-govt company,Private,04 June 2008,"13 years, 9 month, 21 days","Legal, accounting, book-keeping and auditing activities; tax consultancy; market research and public opinion polling; business and management consultancy  Click here to see other companies involved in same activity.",-,,,,,,
U51909WB1999PTC090678,SAKAMBHARI FOOD PRODUCTS PRIVATE LIMITED,Active,RoC-Kolkata,90678,Company limited by Shares,Non-govt company,Private,02 December 1999,"22 years, 3 month, 23 days",Other wholesale [Includes specialized wholesale not covered in any one of the previous categories and wholesale in a variety of goods without any particular specialization.]  Click here to see other companies involved in same activity.,-,,,,,,
,SAKAMBHARI SALES LLP,Active,RoC-Kolkata,,,,,07 September 2015,"6 years, 6 month, 18 days",,,AAE-7077,"Wholesale trade and commission trade, except of motor vehicles and motorcycles","Wholesale trade and commission trade, except of motor vehicles and motorcycles",0,2,
U55101GA2015PTC007602,SAKANA HOSPITALITY PRIVATE LIMITED,Active,RoC-Goa,7602,Company limited by Shares,Non-govt company,Private,24 February 2015,"7 years, 1 month, 1 days",Hotels; camping sites and other provision of short-stay accommodation [ Restaurant facilities operated in connection with the provision of lodging remain classified in this group. Also included are the operation of sleeping cars when carried on by separate units]  Click here to see other companies involved in same activity.,-,,,,,,
U51909UP2021PTC155513,SAKANIKO ENTERPRISES PRIVATE LIMITED,Active,RoC-Kanpur,155513,Company limited by Shares,Non-govt company,Private,16 November 2021,"0 years, 4 month, 9 days",Other wholesale [Includes specialized wholesale not covered in any one of the previous categories and wholesale in a variety of goods without any particular specialization.]  Click here to see other companies involved in same activity.,-,,,,,,
U65992MH2010PTC207659,SAKAR CHIT FUND PRIVATE LIMITED,Active,RoC-Mumbai,207659,Company limited by Shares,Non-govt company,Private,14 September 2010,"11 years, 6 month, 11 days",Other financial intermediation. [This group includes financial intermediation other than that conducted by monetary institutions.]  Click here to see other companies involved in same activity.,-,,,,,,
,SAKAR EDUCATION INSTITUTE LLP,Active,RoC-Jaipur,,,,,30 January 2018,"4 years, 1 month, 26 days",,,AAL-8782,Education,Education,0,4,
U80902RJ2005PTC021442,SAKAR EDUTECH PRIVATE LIMITED,Active,RoC-Jaipur,21442,Company limited by Shares,Non-govt company,Private,13 October 2005,"16 years, 5 month, 12 days",Other education  Click here to see other companies involved in same activity.,-,,,,,,
U31400DD2007PTC004776,SAKAR ELECTRICALS & ELECTRONICS PRIVATE LIMITED,Active,RoC-Goa,4776,Company limited by Shares,Non-govt company,Private,07 May 2007,"14 years, 10 month, 18 days","Manufacture of accumulators, primary cells and primary batteries  Click here to see other companies involved in same activity.",-,,,,,,
U74999PN2021PTC198986,SAKAR EMPOWERMENT PRIVATE LIMITED,Active,RoC-Pune,198986,Company limited by Shares,Non-govt company,Private,26 February 2021,"1 years, 0 month, 27 days",Business activities n.e.c.  Click here to see other companies involved in same activity.,-,,,,,,
U26931MP2001PTC014553,SAKAR FOAM BRICKS PRIVATE LIMITED,Active,RoC-Gwalior,14553,Company limited by Shares,Non-govt company,Private,14 February 2001,"21 years, 1 month, 11 days",Manufacture of non-metallic mineral products n.e.c.  Click here to see other companies involved in same activity.,-,,,,,,
U28910UP2011PTC043308,SAKAR GLAZETECH PRIVATE LIMITED,Active,RoC-Kanpur,43308,Company limited by Shares,Non-govt company,Private,27 January 2011,"11 years, 1 month, 29 days",Manufacture of other fabricated metal products; metal working service activities  Click here to see other companies involved in same activity.,-,,,,,,
L24231GJ2004PLC043861,SAKAR HEALTHCARE LIMITED,Active,RoC-Ahmedabad,43861,Company limited by Shares,Non-govt company,Public,26 March 2004,"17 years, 11 month, 30 days",Manufacture of other chemical products  Click here to see other companies involved in same activity.,-,,,,,,
U45203GJ2012PTC072320,SAKAR HOMES PRIVATE LIMITED,Active,RoC-Ahmedabad,72320,Company limited by Shares,Non-govt company,Private,16 October 2012,"9 years, 5 month, 9 days",Building of complete constructions or parts thereof; civil engineering  Click here to see other companies involved in same activity.,-,,,,,,
,SAKAR HOSPITALITY AND MANAGEMENT SERVICE LLP,Active,RoC-Ahmedabad,,,,,06 February 2017,"5 years, 1 month, 19 days",,,AAI-4659,Hotels and Restaurants,Hotels and Restaurants,0,2,
U29128DL2010PTC209988,SAKAR INDIA PRIVATE LIMITED,Active,RoC-Delhi,209988,Company limited by Shares,Non-govt company,Private,29 October 2010,"11 years, 4 month, 27 days",Manufacture of general purpose machinery  Click here to see other companies involved in same activity.,-,,,,,,
U72900PN2021PTC199536,SAKAR INTELLIGENT SYSTEMS PRIVATE LIMITED,Active,RoC-Pune,199536,Company limited by Shares,Non-govt company,Private,17 March 2021,"1 years, 0 month, 8 days",Other computer related activities [for example maintenance of websites of other firms/ creation of multimedia presentations for other firms etc.]  Click here to see other companies involved in same activity.,-,,,,,,
U21099DL1998PTC097669,SAKAR INTERNATIONAL PRIVATE LIMITED,Active,RoC-Delhi,97669,Company limited by Shares,Non-govt company,Private,28 December 1998,"23 years, 2 month, 28 days",Manufacture of paper and paper product  Click here to see other companies involved in same activity.,-,,,,,,
U93000GJ2017PLC096010,SAKAR LEISURE LIMITED,Active,RoC-Ahmedabad,96010,Company limited by Shares,Non-govt company,Public,28 February 2017,"5 years, 0 month, 25 days",Other service activities  Click here to see other companies involved in same activity.,-,,,,,,
U74900WB2010PTC141340,SAKAR MERCHANTS PRIVATE LIMITED,Active,RoC-Kolkata,141340,Company limited by Shares,Non-govt company,Private,25 January 2010,"12 years, 2 month, 0 days",Business activities n.e.c.  Click here to see other companies involved in same activity.,-,,,,,,
U70200WB1991PTC053345,SAKAR NIRMAN PVT LTD,Active,RoC-Kolkata,53345,Company limited by Shares,Non-govt company,Private,10 October 1991,"30 years, 5 month, 15 days","Real estate activities on a fee or contract basis. [This class includes buying, selling, renting managing and appraising real estate on a fee or contract basis. This class also includes the service activities provided by Munshi.]  Click here to see other companies involved in same activity.",-,,,,,,
U55209GJ2018PTC105118,SAKAR OCEAN PRIVATE LIMITED,Active,RoC-Ahmedabad,105118,Company limited by Shares,Non-govt company,Private,06 November 2018,"3 years, 4 month, 19 days","Restaurants, bars and canteens [ Sales through vending machines is classified in Sub-class 52599]  Click here to see other companies involved in same activity.",-,,,,,,
U25209MH1995PTC092260,SAKAR PACKS PRIVATE LIMITED,Active,RoC-Mumbai,92260,Company limited by Shares,Non-govt company,Private,30 August 1995,"26 years, 6 month, 26 days",Manufacture of plastic products  Click here to see other companies involved in same activity.,-,,,,,,
U70101WB1995PTC071942,SAKAR PLAZA PVT LTD,Active,RoC-Kolkata,71942,Company limited by Shares,Non-govt company,Private,05 June 1995,"26 years, 9 month, 20 days","Real estate activities with own or leased property. [This class includes buying, selling, renting and operating of self-owned or leased real estate such as apartment building and dwellings, non-residential buildings, developing and subdividing real estate into lots etc. Also included are development and sale of land and cemetery lots, operating of apartment hotels and residential mobile home sites.(Development on own account involving construction is classified in class 4520).]  Click here to see other companies involved in same activity.",-,,,,,,
,,-,,-,-,-,,,"52 years, 2 month, 24 days",,-,,,,,,Unnamed: 1
U74900WB2007PTC117276,SAKAR PROJECTS PRIVATE LIMITED,Active,RoC-Kolkata,117276,Company limited by Shares,Non-govt company,Private,18 July 2007,"14 years, 8 month, 7 days",Business activities n.e.c.  Click here to see other companies involved in same activity.,-,,,,,,
U51909WB2010PTC155394,SAKAR RESIDENCY PRIVATE LIMITED,Active,RoC-Kolkata,155394,Company limited by Shares,Non-govt company,Private,04 December 2010,"11 years, 3 month, 21 days",Other wholesale [Includes specialized wholesale not covered in any one of the previous categories and wholesale in a variety of goods without any particular specialization.]  Click here to see other companies involved in same activity.,-,,,,,,
U25209GJ2016PTC093207,SAKAR RUB-TECH PRIVATE LIMITED,Active,RoC-Ahmedabad,93207,Company limited by Shares,Non-govt company,Private,03 August 2016,"5 years, 7 month, 22 days",Manufacture of plastic products  Click here to see other companies involved in same activity.,-,,,,,,
U65990BR2017PLC036223,SAKAR SAPNE NIDHI INDIA LIMITED,Active,RoC-Patna,36223,Company limited by Shares,Non-govt company,Public,09 November 2017,"4 years, 4 month, 16 days",Other financial intermediation. [This group includes financial intermediation other than that conducted by monetary institutions.]  Click here to see other companies involved in same activity.,-,,,,,,
U51310MH1990PTC059358,SAKAR TRADERS PRIVATE LIMITED,Active,RoC-Mumbai,59358,Company limited by Shares,Non-govt company,Private,07 December 1990,"31 years, 3 month, 18 days",Wholesale of household goods  Click here to see other companies involved in same activity.,-,,,,,,
U15400BR2020PTC045455,SAKARA AGRO FOOD PRIVATE LIMITED,Active,RoC-Patna,45455,Company limited by Shares,Non-govt company,Private,12 February 2020,"2 years, 1 month, 13 days",Manufacture of other food products  Click here to see other companies involved in same activity.,-,,,,,,
U74999TN2020PTC134933,SAKARAA MARKETING PRIVATE LIMITED,Active,RoC-Chennai,134933,Company limited by Shares,Non-govt company,Private,17 March 2020,"2 years, 0 month, 8 days",Business activities n.e.c.  Click here to see other companies involved in same activity.,-,,,,,,
U70109JH2022PTC018190,SAKARAATMAK CHAAL PRIVATE LIMITED,Active,RoC-Jharkhand,18190,Company limited by Shares,Non-govt company,Private,23 February 2022,"0 years, 1 month, 2 days","Real estate activities with own or leased property. [This class includes buying, selling, renting and operating of self-owned or leased real estate such as apartment building and dwellings, non-residential buildings, developing and subdividing real estate into lots etc. Also included are development and sale of land and cemetery lots, operating of apartment hotels and residential mobile home sites.(Development on own account involving construction is classified in class 4520).]  Click here to see other companies involved in same activity.",-,,,,,,
U93000DL2016PTC292605,SAKARAH MATRIMONIALS PRIVATE LIMITED,Active,RoC-Delhi,292605,Company limited by Shares,Non-govt company,Private,15 March 2016,"6 years, 0 month, 10 days",Other service activities  Click here to see other companies involved in same activity.,-,,,,,,
U74999KA2020PTC141501,SAKARASHOP ONLINE PRIVATE LIMITED,Active,RoC-Bangalore,141501,Company limited by Shares,Non-govt company,Private,26 November 2020,"1 years, 3 month, 29 days",Business activities n.e.c.  Click here to see other companies involved in same activity.,-,,,,,,
U17119GJ1992PTC018380,SAKARDA SYNTHETICS PRIVATE LIMITED,Active,RoC-Ahmedabad,18380,Company limited by Shares,Non-govt company,Private,01 October 1992,"29 years, 5 month, 24 days","Spinning, weaving and finishing of textiles.  Click here to see other companies involved in same activity.",-,,,,,,
U85110KA2007PTC043967,SAKARIA HEALTHCARE PRIVATE LIMITED,Active,RoC-Bangalore,43967,Company limited by Shares,Non-govt company,Private,26 September 2007,"14 years, 5 month, 29 days",Human health activities  Click here to see other companies involved in same activity.,-,,,,,,
